Show Number, Air Date, Round, Category, Value, Question, Answer
2825,06/12/1996,Jeopardy!,HOMOPHONIC PAIRS,$300,Contented performing kittens might be paid this way,per purr
2825,06/12/1996,Jeopardy!,AMERICAN EXPLORERS,$400,Jedediah Smith was a mountain man & explorer employed in this industry,fur trading
2825,06/12/1996,Jeopardy!,MEASURING DEVICES,$400,A spirometer measures the capacity of these organs,the lungs
2825,06/12/1996,Jeopardy!,MYTHOLOGY,$400,"Zeus' father, Cronus, was one of this group of 12",Titans
2825,06/12/1996,Jeopardy!,TELEVISION,$600,"Character seen <a href=""http://www.j-archive.com/media/1996-12-06_J_04.wmv"">here</a>, his action-packed journeys are legendary:",Hercules (Kevin Sorbo)
2825,06/12/1996,Jeopardy!,ANNUAL EVENTS,$400,"The Pendleton Roundup, an annual rodeo, takes place in Pendleton in this northwestern state",Oregon
2825,06/12/1996,Jeopardy!,HOMOPHONIC PAIRS,$400,A squash that's been pierced by a bull's horn,gored gourd
2825,06/12/1996,Jeopardy!,AMERICAN EXPLORERS,$500,"Senator Thomas Hart Benton's son-in-law was this ""Pathfinder""",John C. Frémont
2825,06/12/1996,Jeopardy!,MEASURING DEVICES,$500,A nilometer measures the height of the water in this,the Nile River
2825,06/12/1996,Jeopardy!,MYTHOLOGY,$500,"Leda laid 2 eggs:  one with Helen & Pollux in it, the other containing Clytemnestra & him",Castor
2825,06/12/1996,Jeopardy!,TELEVISION,$500,"Jack Wagner, formerly of ""General Hospital"", now plays Dr. Peter Burns on this Fox drama",Melrose Place
2825,06/12/1996,Jeopardy!,ANNUAL EVENTS,$500,The Tanglewood Music Festival is a summer highlight in Lenox in this New England state,Massachusetts
2825,06/12/1996,Jeopardy!,HOMOPHONIC PAIRS,$500,Remained sedate,stayed staid
2825,06/12/1996,Double Jeopardy!,NOTABLE NONHUMANS,$200,"This Nazi dictator sometimes dined alone with Blondi, his Alsatian",Adolf Hitler
2825,06/12/1996,Double Jeopardy!,WORLD FACTS,$200,This isthmus connects North & South America,Isthmus of Panama
2825,06/12/1996,Double Jeopardy!,ART & ARTISTS,$200,"He painted ""Irises"" & ""Pink Roses"" as well as ""Sunflowers""",Vincent Van Gogh
2825,06/12/1996,Double Jeopardy!,BUSINESS & INDUSTRY,$200,"It has over 9,700 tax preparation offices worldwide",H&R Block
2825,06/12/1996,Double Jeopardy!,HISTORY,$200,Historians refer to the Golden Age as the time during which Pericles ruled this city,Athens
2825,06/12/1996,Double Jeopardy!,POETS,$200,"On Feb. 12, 1959, the 150th anniversary of Lincoln's birth, he addressed a joint session of Congress",Carl Sandburg
2825,06/12/1996,Double Jeopardy!,NOTABLE NONHUMANS,$400,"In 1964 he lifted his beagles Him & Her by the ears on the White House lawn, provoking protest",Lyndon Johnson
2825,06/12/1996,Double Jeopardy!,WORLD FACTS,$400,"A humid city, Rio de Janeiro lies just north of this tropic line",the Tropic of Capricorn
2825,06/12/1996,Double Jeopardy!,ART & ARTISTS,$400,"This drip artist was born in Cody, Wyoming in 1912",Jackson Pollock
2825,06/12/1996,Double Jeopardy!,BUSINESS & INDUSTRY,$400,"In 1961 this firm introduced its Selectric typewriter, which used a spherical typing element",IBM
2825,06/12/1996,Double Jeopardy!,HISTORY,$400,"Under the 1814 Treaty of Kiel, this country gave Norway to Sweden but kept Greenland & other islands",Denmark
2825,06/12/1996,Double Jeopardy!,POETS,$400,"Between 1842 & 1885, he repeatedly revised his ""Idylls of the King""",Alfred Lord Tennyson
2825,06/12/1996,Double Jeopardy!,NOTABLE NONHUMANS,$600,"Colo was the first of these great apes born in captivity, in 1956 at the Columbus Zoo",Gorilla
2825,06/12/1996,Double Jeopardy!,WORLD FACTS,$600,"The lowest river in the world, it's revered by Jews, Christians & Muslims alike",The River Jordan
2825,06/12/1996,Double Jeopardy!,ART & ARTISTS,$600,"He spent several summers painting pointillist seascapes including ""Le Bec Du Hoc, Grandcamp""",Georges Seurat
2825,06/12/1996,Double Jeopardy!,BUSINESS & INDUSTRY,$600,"In 1934 he plugged Bulova ""Lone Eagle"" watches",Charles Lindbergh
2825,06/12/1996,Double Jeopardy!,HISTORY,$600,In February 1904 this country attacked the Russian fleet at Port Arthur,Japan
2825,06/12/1996,Double Jeopardy!,POETS,$600,"For much of the winter of 1794-95, he served as acting supervisor for Dumfries, Scotland",Robert Burns
2825,06/12/1996,Double Jeopardy!,NOTABLE NONHUMANS,$800,"In 1945 this famous scottie was injured in a fight with Blaze, Elliott Roosevelt's mastiff",Fala
2825,06/12/1996,Double Jeopardy!,WORLD FACTS,"$1,100","Discovered by David Livingstone, Botswana's Lake Ngami lies in the northern part of this desert",Kalahari Desert
2825,06/12/1996,Double Jeopardy!,ART & ARTISTS,$800,"His sculpture, ""The Age of Bronze"", exhibited in 1877, was inspired by Michelangelo",Auguste Rodin
2825,06/12/1996,Double Jeopardy!,BUSINESS & INDUSTRY,$800,Only Philip Morris & this Cincinnati-based firm have yearly ad expenditures exceeding $2 billion,Procter & Gamble
2825,06/12/1996,Double Jeopardy!,HISTORY,$800,"On May 30, 1967 Colonel Ojukwu declared Biafra's independence from this country, starting a civil war",Nigeria
2825,06/12/1996,Double Jeopardy!,POETS,$800,"Her ""I Heard a Fly Buzz"" may have been based on a chapter in ""The House of the Seven Gables""",Emily Dickinson
2825,06/12/1996,Double Jeopardy!,NOTABLE NONHUMANS,$1000,This favorite horse of Alexander the Great sometimes wore golden horns in battle,Bucephalus
2825,06/12/1996,Double Jeopardy!,WORLD FACTS,$1000,In area this country whose capital is now called Yangon is the largest in mainland southeast Asia,Myanmar (Burma)
2825,06/12/1996,Double Jeopardy!,ART & ARTISTS,$1000,"You can see this British sculptor's ""Reclining Mother and Child"" at the Walker Art Center in Minneapolis",Henry Moore
2825,06/12/1996,Double Jeopardy!,BUSINESS & INDUSTRY,$600,In 1811 this German family began its steel-making business by constructing a plant in Essen,Krupp
2825,06/12/1996,Double Jeopardy!,HISTORY,$1000,"In the midst of the Korean War, this South Korean president was elected to his second of 4 terms",Syngman Rhee
2825,06/12/1996,Double Jeopardy!,POETS,$1000,"He once wrote, ""I choose to be a plain New Hampshire farmer""",Robert Frost
2825,06/12/1996,Final Jeopardy!,BRITISH NOVELS,None,"This 1895 novel is subtitled ""An Invention""",The Time Machine
6037,07/12/2010,Jeopardy!,LOST IN SPACE,$200,"While making repairs on the Intl. Space Station, Scott Parazynski lost a needle-nose pair of these",pliers
6037,07/12/2010,Jeopardy!,TIMELESS TV,$200,September 2010 brought the 45th edition of this comedian's telethon,Jerry Lewis
6037,07/12/2010,Jeopardy!,LET'S HIT IT,$200,"Hit this paper mache container, Spanish for ""jug"", if you want candy and small gifts",pinata
6037,07/12/2010,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$200,"""In 1997, the House (of Reps.) voted to reprimand him... It marked the first time the House had reprimanded a Speaker""",Gingrich
6037,07/12/2010,Jeopardy!,MONEY SLANG,$200,"We'll give you $200, not $1,000, for this five letter word meaning stately or majestic",grand
6037,07/12/2010,Jeopardy!,RVs,$200,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_26.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  The GMC Motorhome from the '60s & 70s was among the first models to have this innovation that helps with traction by putting the weight over the <a href=""http://www.j-archive.com/media/2010-12-07_J_26a.jpg"" target=""_blank"">wheels</a> that do the work",front-wheel drive
6037,07/12/2010,Jeopardy!,LOST IN SPACE,$400,"In its years of operation, this Soviet space station released more than 200 objects (mostly trash) into space",Mir
6037,07/12/2010,Jeopardy!,TIMELESS TV,$400,"Originally a half hour, this soap started in 1963 & featured Nurse Jessie Brewer",General Hospital
6037,07/12/2010,Jeopardy!,LET'S HIT IT,$400,This word seen on doors is what a right-handed batter does when he hits the ball to left field,pull
6037,07/12/2010,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$400,"""See Simon, Paul""",(Art) Garfunkel
6037,07/12/2010,Jeopardy!,MONEY SLANG,$400,"Proverbially, you can ""break"" this food, or ""take (it) out of someone's mouth""; earn some dough",bread
6037,07/12/2010,Jeopardy!,RVs,$400,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_27.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  I'm behind the wheel of the <a href=""http://www.j-archive.com/media/2010-12-07_J_27a.jpg"" target=""_blank"">very first motor home</a>, from the company whose name has become a synonym for ""motor home""; since 1967, they've sold over 400,000 of them",Winnebago
6037,07/12/2010,Jeopardy!,LOST IN SPACE,$600,"Ed White, the first U.S. spacewalker, lost one of these outside Gemini 4; he must've looked like a later ""moonwalker""",a glove
6037,07/12/2010,Jeopardy!,TIMELESS TV,$600,In 1948 Douglas Edwards became the first anchor of this network's Evening News,CBS
6037,07/12/2010,Jeopardy!,LET'S HIT IT,$600,Aaron Fechter invented this carnival game where you hit a mammal with a mallet,Whack-A-Mole
6037,07/12/2010,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$600,"""American poet... became known as a leader of the Beat literary movement of the 1950s""",(Allen) Ginsberg
6037,07/12/2010,Jeopardy!,MONEY SLANG,"$2,200",The shell of this mollusk is composed chiefly of calcium carbonate,a clam
6037,07/12/2010,Jeopardy!,RVs,$600,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_28.jpg"" target=""_blank"">Kelly of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  One of the first times a movie star received a <a href=""http://www.j-archive.com/media/2010-12-07_J_28a.jpg"" target=""_blank"">fancy trailer</a> as a perk was in 1931; Paramount gave a <a href=""http://www.j-archive.com/media/2010-12-07_J_28b.jpg"" target=""_blank"">Chevy house car</a> to <a href=""http://www.j-archive.com/media/2010-12-07_J_28c.jpg"" target=""_blank""> this</a> sexy star as she left the stage to make movies like ""She Done Him Wrong""",Mae West
6037,07/12/2010,Jeopardy!,LOST IN SPACE,$800,Piers Sellers lost a tool in space while spreading putty into this Space Shuttle named for Capt. Cook's ship,Discovery
6037,07/12/2010,Jeopardy!,TIMELESS TV,$800,"Shown Saturday afternoons on ABC, this sport's tour outdrew college football & moved to ESPN in 1997",the pro bowling tour
6037,07/12/2010,Jeopardy!,LET'S HIT IT,$800,Everlast makes these that come in speed and heavy varieties,punching bags
6037,07/12/2010,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$800,"""Served under the Apache leaders Cochise and Mangas Coloradas... in 1894, he was moved to Fort Sill",Geronimo
6037,07/12/2010,Jeopardy!,MONEY SLANG,$800,You don't get 5 guesses at this winglike appendage to the underwater portion of a hull,a fin
6037,07/12/2010,Jeopardy!,LOST IN SPACE,$1000,"In 1992 Space Shuttle astronauts delivered ashes of this ""Star Trek"" creator into the final frontier",Gene Roddenberry
6037,07/12/2010,Jeopardy!,TIMELESS TV,$1000,"2010's ""When Love Is Not Enough"" was the 240th presentation in this series from a greeting card company",Hallmark Hall of Fame
6037,07/12/2010,Jeopardy!,LET'S HIT IT,$1000,"In some casinos, a blackjack dealer must hit with an ace & a 6, known as this type of 17",soft
6037,07/12/2010,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$1000,"""One of the most original and provocative American architects working today""",(Frank) Gehry
6037,07/12/2010,Jeopardy!,MONEY SLANG,$1000,"When speaking of Messrs. Netanyahu or Britten, it's all about the first name, pluralized",the Benjamins
6037,07/12/2010,Double Jeopardy!,PLAY HEROINES,$400,Blanche DuBois,A Streetcar Named Desire
6037,07/12/2010,Double Jeopardy!,DEFENESTRATION IN CINEMA,$400,"Giving the devil his due, Fr. Karras invites the devil inside himself, then exits from the second floor in this 1973 movie",The Exorcist
6037,07/12/2010,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS",$400,3.6 million: Down Under,Melbourne
6037,07/12/2010,Double Jeopardy!,TAINTED GOV,$400,"In 2010 this Illinois governor was tried on corruption charges, but convicted on only 1 count",Blagojevich
6037,07/12/2010,Double Jeopardy!,MEDICINE,$400,"As Franklin D. Roosevelt's blood pressure was 300/190, he suffered from this 1-word condition",hypertension
6037,07/12/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,$400,"If you're vertical but supported by your palms, you're doing one of these",a handstand
6037,07/12/2010,Double Jeopardy!,PLAY HEROINES,$800,Emily Webb of Grover's Corners,Our Town
6037,07/12/2010,Double Jeopardy!,DEFENESTRATION IN CINEMA,$800,"In this Bruce Willis movie, the villain goes out the window of the Nakatomi building, gun in hand",Die Hard
6037,07/12/2010,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS",$800,11 million: on Luzon Island,Manila
6037,07/12/2010,Double Jeopardy!,TAINTED GOV,$800,In 2006 this Illinois governor was busted for racketeering; what's in the water there?,George Ryan
6037,07/12/2010,Double Jeopardy!,MEDICINE,$800,In 1905 German scientist Alfred Einhorn created this first injectable local anesthetic used in dentistry,novocaine
6037,07/12/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,$800,A caterpillar that moves by contraction & expansion,an inchworm
6037,07/12/2010,Double Jeopardy!,DEFENESTRATION IN CINEMA,$1200,"Movie in which Axel Foley asks, ""where ...you get off arresting me for being thrown out a window?""",Beverly Hills Cop
6037,07/12/2010,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS",$1200,1.1 million: in the heart of the Po River Valley,Milan
6037,07/12/2010,Double Jeopardy!,TAINTED GOV,$1200,"In 2010 it was revealed that Robert Rizzo made $800,000 a year as the city this of Bell, Calif., population 37,000",manager
6037,07/12/2010,Double Jeopardy!,MEDICINE,$1200,"Micro-Trach is an oxygen delivery system developed by this physician known for his ""maneuver""",(Henry) Heimlich
6037,07/12/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,"$3,400","A loop found on footwear, it's a symbol of success through one's own efforts",a bootstrap
6037,07/12/2010,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS","$3,000",18 million: on the Arabian Sea,Mumbai
6037,07/12/2010,Double Jeopardy!,TAINTED GOV,$1600,In 2010 a House committee charged this veteran Harlem congressman with ethics violations,(Charlie) Rangel
6037,07/12/2010,Double Jeopardy!,MEDICINE,$1600,"(<a href=""http://www.j-archive.com/media/2010-12-07_DJ_09.jpg"" target=""_blank"">Dr. Oz presents the clue.</a>) By surgically interrupting the electrical impulses that are causing an abnormal rhythm, the maze procedure is designed to threat this type of heart arrhythmia abbreviated ""A.F.""",atrial fibrillation
6037,07/12/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,$1600,Hard coal that burns with little flame,anthracite
6037,07/12/2010,Double Jeopardy!,PLAY HEROINES,$2000,Barbara Undershaft,Major Barbara
6037,07/12/2010,Double Jeopardy!,DEFENESTRATION IN CINEMA,$2000,"In this Coen Brothers movie, Charles Durning jumps out a window during a board meeting",The Hudsucker Proxy
6037,07/12/2010,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS",$2000,3.2 million: 150 miles from Bogota,Medellin
6037,07/12/2010,Double Jeopardy!,TAINTED GOV,$2000,"Elected to the Senate in 1930, he refused to resign as Louisiana's gov. until '32, when his handpicked crony got the gig",Huey Long
6037,07/12/2010,Double Jeopardy!,MEDICINE,$2000,"The name of this branch of pediatrics that deals with newborn infants literally means ""newborn study""",neonatal
6037,07/12/2010,Double Jeopardy!,4 CONSONANTS IN A ROW,$2000,This important mechanism is what you're turning when you wind a clock,the mainspring
6037,07/12/2010,Final Jeopardy!,FLAGS OF THE WORLD,None,"In use from 1844 to 1905, a flag representing the union of these 2 countries was nicknamed the ""herring salad""",Norway and Sweden
5243,30/05/2007,Jeopardy!,AMERICAN AUTHORS,$200,"While he was in Spain in 1959, he wrote ""The Dangerous Summer"", a story about rival bullfighters",Hemingway
5243,30/05/2007,Jeopardy!,BEGINNING & END,$200,"Like a door, a Broadway show does these 2 things",open & close
5243,30/05/2007,Jeopardy!,STATE SUPERLATIVES,$200,A valley at 282 feet below sea level in this state is the lowest point in the Western Hemisphere,California
5243,30/05/2007,Jeopardy!,3 LITTLE LETTERS,$200,"Like banks, many grocery stores now have these for dispensing cash & taking deposits",ATMs
5243,30/05/2007,Jeopardy!,CALL OUT THE VOICE SQUAD,$200,"He was the voice of Mickey Mouse in ""Steamboat Willie""",Walt Disney
5243,30/05/2007,Jeopardy!,"YOU'RE UNDER A ""REST""",$200,Eastern European capital city of more than 2.2 million,Bucharest
5243,30/05/2007,Jeopardy!,AMERICAN AUTHORS,$400,"In 1884 she moved to Red Cloud, Nebraska & later fictionalized it as the town of Hanover in ""O Pioneers!""",Willa Cather
5243,30/05/2007,Jeopardy!,BEGINNING & END,"$3,000",In 2006 it began on July 1 in Strasbourg & ended on July 23 in Paris,the Tour de France
5243,30/05/2007,Jeopardy!,STATE SUPERLATIVES,$400,"With 6,640 miles of coast, this state has the longest shoreline",Alaska
5243,30/05/2007,Jeopardy!,3 LITTLE LETTERS,$400,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_09.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from the Catalina Island Conservancy.</a>) Rampant use of this 3-letter insecticide lead to a hefty settlement for restorating the population of Catalina's <a href=""http://www.j-archive.com/media/2007-05-30_J_09a.jpg"" target=""_blank"">bald eagles</a>",DDT
5243,30/05/2007,Jeopardy!,CALL OUT THE VOICE SQUAD,$400,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_27.jpg"" target=""_blank"">Hi, I'm Harry Shearer.</a>) Among my many ""Simpsons"" voices are the subservient Smithers & this man who lives next door to Homer--Howdy, neighbor",Ned Flanders
5243,30/05/2007,Jeopardy!,"YOU'RE UNDER A ""REST""",$400,Any mountain's summit,crest
5243,30/05/2007,Jeopardy!,AMERICAN AUTHORS,$600,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_16.jpg"" target=""_blank"">Alex reports from the Mark Twain House.</a>) Mark Twain said that this anti-slavery <a href=""http://www.j-archive.com/media/2007-05-30_J_16a.jpg"" target=""_blank"">novelist</a>, his next-door neighbor, liked to sneak up behind people and ""fetch a war-whoop that would jump that person out of his clothes""",(Harriet Beecher) Stowe
5243,30/05/2007,Jeopardy!,BEGINNING & END,$600,"""From"" this to this is an idiom meaning from the start of a meal (or something else) to the end",from soup to nuts
5243,30/05/2007,Jeopardy!,STATE SUPERLATIVES,$600,"It pumps more than one million barrels of oil a day, more than any other state",Texas
5243,30/05/2007,Jeopardy!,3 LITTLE LETTERS,$600,"""Day to Day"" & ""All Things Considered"" are among the programs going out to its 26 million listeners",NPR
5243,30/05/2007,Jeopardy!,CALL OUT THE VOICE SQUAD,$600,The voice of Daffy Duck (for the first 50 years),Mel Blanc
5243,30/05/2007,Jeopardy!,"YOU'RE UNDER A ""REST""",$600,A braced framework for carrying a railroad over a chasm,a trestle
5243,30/05/2007,Jeopardy!,AMERICAN AUTHORS,$800,"Under the name Laura Bancroft, he wrote about Twinkle & Chubbins in Nature Fairyland after taking us to Oz",L. Frank Baum
5243,30/05/2007,Jeopardy!,BEGINNING & END,$800,"These titles of the <a href=""http://www.j-archive.com/media/2007-05-30_J_17.jpg"" target=""_blank"">2 paintings</a> <a href=""http://www.j-archive.com/media/2007-05-30_J_17a.jpg"" target=""_blank"">seen here</a> represent the beginning & end of Jesus' life","""The Nativity"" & ""The Crucifixion"""
5243,30/05/2007,Jeopardy!,STATE SUPERLATIVES,$800,"Considered the healthiest state in 2006, it's also home to the Mayo Clinic",Minnesota
5243,30/05/2007,Jeopardy!,3 LITTLE LETTERS,$800,"Its headquarters compound in Langley, Virginia is named for Former President George Bush",the CIA
5243,30/05/2007,Jeopardy!,CALL OUT THE VOICE SQUAD,$800,"He voiced Puss In Boots in ""Shrek 2""",Antonio Banderas
5243,30/05/2007,Jeopardy!,"YOU'RE UNDER A ""REST""",$800,Quickly! (to an Italian),Presto
5243,30/05/2007,Jeopardy!,AMERICAN AUTHORS,$1000,"William Rose Benet won a Pulitzer for ""The Dust Which Is God"", & this brother won for ""John Brown's Body""",Stephen Vincent Benet
5243,30/05/2007,Jeopardy!,BEGINNING & END,$1000,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_20.jpg"" target=""_blank"">Cheryl of the Clue Crew indicates the monitor.</a>) A porkchop plot, named for its shape, is used for planning space missions; the vertical & horizontal <a href=""http://www.j-archive.com/media/2007-05-30_J_20a.jpg"" target=""_blank"">axes</a> plot possible dates for these 2 flight events",takeoff & landing (or launch & arrival)
5243,30/05/2007,Jeopardy!,STATE SUPERLATIVES,$1000,Its Boeing manufacturing plant in Everett is the world's largest building by volume,Washington
5243,30/05/2007,Jeopardy!,3 LITTLE LETTERS,$1000,"A TV cable network, or an explosive for bombs",TNT
5243,30/05/2007,Jeopardy!,CALL OUT THE VOICE SQUAD,$1000,He provided the voices of both Beavis & Butthead,Mike Judge
5243,30/05/2007,Jeopardy!,"YOU'RE UNDER A ""REST""",$1000,"The son of Agamemnon, he avenged his father's death by killing his mother Clytemnestra",Orestes
5243,30/05/2007,Double Jeopardy!,EARLY AMERICA,$400,In 1718 this Texas town was founded by Martin de Alarcon & Father Olivares & named for St. Anthony of Padua,San Antonio
5243,30/05/2007,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$400,"1980: ""Regular Folks""",Ordinary People
5243,30/05/2007,Double Jeopardy!,DOWN MEXICO WAY,$400,In 1986 Mexico scored as the first country to host this international sports competition twice,the World Cup
5243,30/05/2007,Double Jeopardy!,TAKE A PILL,$400,"Going on a cruise? You might pick up this Pfizer product, the ""original"" or ""less drowsy"" formula",Dramamine
5243,30/05/2007,Double Jeopardy!,TRANSPORTATION,$400,The bestselling passenger car of all time is this company's Corolla,Toyota
5243,30/05/2007,Double Jeopardy!,AN E FOR AN I,$400,A Hawaiian wreath becomes an area sheltered from wind,a lei & a lee
5243,30/05/2007,Double Jeopardy!,EARLY AMERICA,$800,"In defending British soldiers on trial for this 1770 event, John Adams said, ""Facts are stubborn things""",the Boston Massacre
5243,30/05/2007,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$800,"1932: ""Magnificent Inn""",Grand Hotel
5243,30/05/2007,Double Jeopardy!,DOWN MEXICO WAY,$800,This resort city about 200 miles southwest of Mexico City is famous for its cliff divers,Acapulco
5243,30/05/2007,Double Jeopardy!,TAKE A PILL,$800,"Antabuse is designed to make you feel really, really bad after ingesting this",alcohol
5243,30/05/2007,Double Jeopardy!,TRANSPORTATION,$800,"The transport for a 19th century double date might have been a barouche, one of these",a carriage
5243,30/05/2007,Double Jeopardy!,AN E FOR AN I,$800,"A ""landing"" area is transformed into a serious throat infection",strep & strip
5243,30/05/2007,Double Jeopardy!,EARLY AMERICA,$1200,"In 1685 he joined his father in pastorship of the Old North Church, a post he held until his death",Cotton Mather
5243,30/05/2007,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$1200,"1976: ""A Single Colorado Mountain""",Rocky
5243,30/05/2007,Double Jeopardy!,DOWN MEXICO WAY,$1200,"Founded in the 1530s, this capital of Jalisco state is the second-largest in Mexico",Guadalajara
5243,30/05/2007,Double Jeopardy!,TAKE A PILL,$1200,Estramustine is a chemotherapy agent for this glandular cancer in men,prostate cancer
5243,30/05/2007,Double Jeopardy!,TRANSPORTATION,$1200,"Cabbies in this Eur. city spend 2 years gaining ""the knowledge"", mental maps needed to get a license",London
5243,30/05/2007,Double Jeopardy!,AN E FOR AN I,"$4,000","""Gentle"" becomes ""to blend""",mild & meld
5243,30/05/2007,Double Jeopardy!,EARLY AMERICA,$1600,"In 1562, in what is now S.C., these French Protestants established a colony named Port Royal",the Huguenots
5243,30/05/2007,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$1600,"1954: ""Dockside""",On the Waterfront
5243,30/05/2007,Double Jeopardy!,DOWN MEXICO WAY,$1600,This gritty 1961 Tennessee Williams play unfolds in a seedy Mexican hotel,Night of the Iguana
5243,30/05/2007,Double Jeopardy!,TAKE A PILL,$1600,Pravastatin aims to block your body's ability to make this,cholesterol
5243,30/05/2007,Double Jeopardy!,TRANSPORTATION,$1600,"In ""Sixteen Candles"", Molly Ringwald says, ""I loathe"" this method of transport",the bus
5243,30/05/2007,Double Jeopardy!,AN E FOR AN I,$1600,"One means ""severely tested""; the other, ""trapped on a branch""",tried & treed
5243,30/05/2007,Double Jeopardy!,EARLY AMERICA,$2000,"In ""Of Plymouth Plantation"", he wrote that there was so much disease ""the living were scarce able to bury the dead""",William Bradford
5243,30/05/2007,Double Jeopardy!,BEST PICTURE OSCAR-WINNERS IN OTHER WORDS,$2000,"1966: ""One Bloke Year-Round""",A Man For All Seasons
5243,30/05/2007,Double Jeopardy!,DOWN MEXICO WAY,$2000,This popular resort island lies north of Cozumel off the coast of the state of Quintana Roo,Cancun
5243,30/05/2007,Double Jeopardy!,TAKE A PILL,$2000,This tranquilizer that sounds like a village was introduced in 1955 & became the USA's bestselling drug,Miltown
5243,30/05/2007,Double Jeopardy!,TRANSPORTATION,"$1,000",Since 1899 these stalwart animals used in transport have served as the mascots of the Army Corps of Cadets,mules
5243,30/05/2007,Double Jeopardy!,AN E FOR AN I,$2000,"""To replenish"" becomes ""to knock down""",to fill & to fell
5243,30/05/2007,Final Jeopardy!,THE BRITISH THEATRE,None,"Richard Attenborough, who was in the original 1952 cast of this play, helped celebrate its performance No. 20,000 in 2000",The Mousetrap
3036,10/11/1997,Jeopardy!,AT THE KENNEDY CENTER,$100,Can you hear me?  This rock opera by The Who was a big hit at the Kennedy Center in 1994,Tommy
3036,10/11/1997,Jeopardy!,NATIONAL MONUMENTS,$100,George Custer's men are buried in a cemetery in the national monument named for this river,Little Bighorn
3036,10/11/1997,Jeopardy!,THE CIRCUS,$100,"Trainers shout, ""Tail Up!"" when they want these performers to follow each other trunk to tail",Elephants
3036,10/11/1997,Jeopardy!,ON THE RADIO,$100,"Radio abbreviation that precedes the name of rap figures Quik, Pooh & Jazzy Jeff",DJ
3036,10/11/1997,Jeopardy!,CELEB STUFF,$100,"On March 2, 1977 he made his first ""Tonight Show"" appearance; on May 25, 1992 he took over as host",Jay Leno
3036,10/11/1997,Jeopardy!,COMMON BONDS,$100,"Door, Nobel, booby",prizes
3036,10/11/1997,Jeopardy!,AT THE KENNEDY CENTER,$200,"In 1995 Luigi Bonino starred in a ballet about this ""Little Tramp"" of silent films",Charlie Chaplin
3036,10/11/1997,Jeopardy!,NATIONAL MONUMENTS,$200,Scotts Bluff National Monument lies in western Nebraska on this pioneer trail,Oregon Trail
3036,10/11/1997,Jeopardy!,THE CIRCUS,$200,"It's the familiar term for a circus' largest tent, where the main show appears",the big top
3036,10/11/1997,Jeopardy!,ON THE RADIO,$200,"Robin Quivers is the radio consort of this self-proclaimed  ""King of All Media""",Howard Stern
3036,10/11/1997,Jeopardy!,CELEB STUFF,"$1,500","(<a href=""http://www.j-archive.com/media/1997-11-10_J_17.jpg"" target=""_blank"">Hi, I'm Bob Eubanks.</a>)  Tea Leoni ran into this ""X-Files"" star at the Golden Globes & soon they were newlyweds",David Duchovny
3036,10/11/1997,Jeopardy!,COMMON BONDS,$200,"Inner tubes, doughnuts, the ozone layer",things with holes
3036,10/11/1997,Jeopardy!,AT THE KENNEDY CENTER,$300,This president's 1972 visit to China inspired an opera that played at the Kennedy Center in 1988,Richard Nixon
3036,10/11/1997,Jeopardy!,NATIONAL MONUMENTS,$300,Seminole Indian leader Osceola is buried at this fort where the Civil War began,Fort Sumter
3036,10/11/1997,Jeopardy!,THE CIRCUS,$300,Pink is the most popular color of this fluffy confection made from spun sugar,cotton candy
3036,10/11/1997,Jeopardy!,ON THE RADIO,$300,"Call letters east of the Mississippi generally start with W; in the west, most start with this",K
